fr_0,"Guérison inférieure","Régénère un petit montant de PV sur la cible. Peut également infliger des dégâts aux morts-vivants.\nLearning requirement:\nRoyal:Level 10\nMage:Level 4\nElf:Level 8\nKnight:Level 50.\nPrérequis d'apprentissage:\nRoyal:niveau 10\nMage:niveau 4\nElfe:niveau 8\nChevalier:niveau 50."
fr_1,Lumière,"Utilise la magie pour invoquer une source de lumière qui illumine une zone autour du lanceur de sort pendant 3600 secondes.\nLearning requirement:\nRoyal:Level 10\nMage:Level 4\nElf:Level 8\nKnight:Level 50.\nPrérequis d'apprentissage:\nRoyal:niveau 10\nMage:niveau 4\nElfe:niveau 8\nChevalier:niveau 50."
fr_2,Bouclier,"Forme un bouclier protecteur et augmente de 2 points sa propre CA. Ne peut pas se cumuler.\nLearning requirement:\nRoyal:Level 10\nMage:Level 4\nElf:Level 8\nKnight:Level 50.\nPrérequis d'apprentissage:\nRoyal:niveau 10\nMage:niveau 4\nElfe:niveau 8\nChevalier:niveau 50."
fr_3,"Éclair d'énergie","Lance une flèche magique qui inflige un petit montant de dégâts à la cible.La classe Mage consommera 0 mana lors de l'envoi de ce sort en dessous du niveau 30. Les classes Elfe et Royal consommeront 0 mana lors de l'envoi de ce sort en dessous du niveau 20.\nLearning requirement:\nRoyal:Level 10\nMage:Level 4\nElf:Level 8\nKnight:Level 50.\nPrérequis d'apprentissage:\nRoyal:niveau 10\nMage:niveau 4\nElfe:niveau 8\nChevalier:niveau 50."
fr_4,Téléportation,"Téléporte vers un endroit aléatoire. Possibilité de sélectionner un endroit spécifique vers lequel se téléporter en utilisant la « bague de téléportation ».\nLearning requirement:\nRoyal:Level 10\nMage:Level 4\nElf:Level 8\nKnight:Level 50.\nPrérequis d'apprentissage:\nRoyal:niveau 10\nMage:niveau 4\nElfe:niveau 8\nChevalier:niveau 50."
fr_5,"Dague de glace","Lance des flèches de glace sur les ennemis pour leur infliger des dégâts.\nLearning requirement:\nRoyal:Level 10\nMage:Level 4\nElf:Level 8\nKnight:Level 50.\nPrérequis d'apprentissage:\nRoyal:niveau 10\nMage:niveau 4\nElfe:niveau 8\nChevalier:niveau 50."
fr_6,"Shuriken du vent","Lance une dague de vent pour infliger des dégâts à l'ennemi.\nLearning requirement:\nRoyal:Level 10\nMage:Level 4\nElf:Level 8\nKnight:Level 50.\nPrérequis d'apprentissage:\nRoyal:niveau 10\nMage:niveau 4\nElfe:niveau 8\nChevalier:niveau 50."
fr_7,"Arme sacrée","Renforce les armes pour augmenter les dégâts. Le renforcement d'arme permettra d'infliger des dégâts supplémentaires aux morts-vivants.\nLearning requirement:\nRoyal:Level 10\nMage:Level 4\nElf:Level 8\nKnight:Level 50.\nPrérequis d'apprentissage:\nRoyal:niveau 10\nMage:niveau 4\nElfe:niveau 8\nChevalier:niveau 50."
fr_8,"Guérir le poison","Utilise la magie pour soigner la cible et la guérir du poison.\nLearning requirement:\nRoyal:Level 20\nMage:Level 8\nElf:Level 16.\nPrérequis d'apprentissage:\nRoyal:niveau 20\nMage:niveau 8\nElfe:niveau 16."
fr_9,"Touche de froid","Absorbe quelques PV de la cible et les ajoute aux vôtres. Lancer ce sort fait baisser votre valeur de respect de 2.\nLearning requirement:\nRoyal:Level 20\nMage:Level 8\nElf:Level 16.\nPrérequis d'apprentissage:\nRoyal:niveau 20\nMage:niveau 8\nElfe:niveau 16."
