it_0,"Minor guarigione","Recupera una piccola quantità di HP per l'obiettivo. Può anche infliggere danni ai morti viventi.\nRequisito d'apprendimento:\nReale:Livello 10\nMago:Livello 4\nElfo:Livello 8\nCavaliere:Livello 20."
it_1,Luce,"Usa la magia per evocare una fonte di luce che illumina un'area intorno a chi lancia l'incantesimo per 3600 secondi.\nRequisito d'apprendimento:\nReale:Livello 10\nMago:Livello 4\nElfo:Livello 8\nCavaliere:Livello 10."
it_2,Scudo,"forma uno scudo protettivo e diminuisce la CA di 2 punti. Non può essere abbinato.\nRequisito d'apprendimento:\nReale:Livello 10\nMago:Livello 4\nElfo:Livello 8\nCavaliere:Livello 30."
it_3,"Lampo di energia","Lancia una freccia magica che infligge una piccola quantità di danni all'obiettivo.La classe del mago consumerà 0 mana quando lancia questo incantesimo ad un livello inferiore a 30. La classe di elfi e reale consumeranno 0 mana quando lanciano l'incantesimo ad un livello inferiore a 20.\nRequisito d'apprendimento:\nReale:Livello 10\nMago:Livello 4\nElfo:Livello 8\nCavaliere:Livello 50."
it_4,Teletrasporto,"Teletrasporta a un posto a caso. Utilizzando l'""anello del teletrasporto"" è possibile completare un teletrasporto verso un posto specifico.\nRequisito d'apprendimento:\nReale:Livello 10\nMago:Livello 4\nElfo:Livello 8\nCavaliere:Livello 50."
it_5,"Pugnale di ghiaccio","Spara frecce di ghiaccio ai nemici per infliggere danni.\nRequisito d'apprendimento:\nReale:Livello 10\nMago:Livello 4\nElfo:Livello 8\nCavaliere:Livello 50."
it_6,"Shuriken del vento","Lancia un pugnale del vento per infliggere danni al nemico.\nRequisito d'apprendimento:\nReale:Livello 10\nMago:Livello 4\nElfo:Livello 8\nCavaliere:Livello 50."
it_7,"Arma santa","Potenzia le armi per aumentare i danni causati! L'arma potenziata infliggerà danni aggiuntivi ai morti viventi.\nRequisito d'apprendimento:\nReale:Livello 10\nMago:Livello 4\nElfo:Livello 8\nCavaliere:Livello 40."
it_8,Antidoto,"Usa la magia per curare l'obiettivo dal veleno.\nRequisito d'apprendimento:\nReale:Livello 20\nMago:Livello 8\nElfo:Livello 16."
it_9,"Tocco gelato","Assorbe alcuni punti HP dall'obiettivo e li aggiunge ai tuoi. Lanciando un incantesimo, il tuo valore di legittimità diminuisce di 2.\nRequisito d'apprendimento:\nReale:Livello 20\nMago:Livello 8\nElfo:Livello 16."
it_10,"Maledizione: veleno","Usa la magia per creare tossine che potrebbero avvelenare l'obiettivo, causandogli danni tossici continui. Lanciando un incantesimo, il tuo valore di legittimità diminuisce di 10.\nRequisito d'apprendimento:\nReale:Livello 20\nMago:Livello 8\nElfo:Livello 16."
it_11,"Arma d'incantesimo","Aumenta di 2 punti i danni dell'arma dell'obiettivo.\nRequisito d'apprendimento:\nReale:Livello 20\nMago:Livello 8\nElfo:Livello 16."
it_12,Scoperta,"Rivela mostri e giocatori nascosti rendendoli visibili.\nRequisito d'apprendimento:\nReale:Livello 20\nMago:Livello 8\nElfo:Livello 16."
it_13,"Diminuisci il peso","Aumenta la capacità di carico personale per un certo periodo di tempo permettendoti di trasportare più oggetti.\nRequisito d'apprendimento:\nReale:Livello 20\nMago:Livello 8\nElfo:Livello 16."
it_14,"Freccia di fuoco","Evoca frecce magiche infuocate sparandole agli obiettivi nemici e danneggiandoli.\nRequisito d'apprendimento:\nReale:Livello 20\nMago:Livello 8\nElfo:Livello 16."
it_15,"Zanna dell'inferno","Lancia un incantesimo terrestre che fa emergere spuntoni sotto le unità nemiche danneggiandole.\nRequisito d'apprendimento:\nReale:Livello 20\nMago:Livello 8\nElfo:Livello 16."
it_16,Fulmine,"Infligge danni col potere del tuono ai nemici che si trovano direttamente di fronte a te.\nRequisito d'apprendimento:\nMago:Livello 12\nElfo:Livello 24."
it_17,"Diventa morto vivente","Può uccidere sul colpo i morti viventi, ma esiste anche una possibilità del 5% di farli infuriare.\nRequisito d'apprendimento:\nMago:Livello 12\nElfo:Livello 24."
it_18,Guarigione,"Recupera gli HP dell'obiettivo. Può anche infliggere danni ai morti viventi.\nRequisito d'apprendimento:\nMago:Livello 12\nElfo:Livello 24."
it_19,"Maledizione: cecità","Usa la magia per bloccare la visione dei nemici. Può accecare l'obiettivo per un periodo di tempo. Tuttavia, lanciando un incantesimo il tuo valore di legittimità diminuisce di 10 punti.\nRequisito d'apprendimento:\nMago:Livello 12\nElfo:Livello 24."
it_20,"Armatura benedetta","Aumenta di 3 punti il CA della tua armatura. Non puoi lanciare quest'incantesimo più volte.\nRequisito d'apprendimento:\nMago:Livello 12\nElfo:Livello 24."
it_21,"Nuvola di congelamento","Lancia un potente attacco di ghiaccio infliggendo danni all'obiettivo e ai nemici che si trovano ad 1 unità di distanza da esso.\nRequisito d'apprendimento:\nMago:Livello 12\nElfo:Livello 24."
it_22,"Rivela debolezza","Usa la magia per rilevare gli attributi che i tuoi nemici temono di più.\nRequisito d'apprendimento:\nMago:Livello 12\nElfo:Livello 24."
it_23,"Palla di fuoco","Lancia palle di fuoco che bruciano l'obiettivo e i nemici che si trovano ad 1 unità di distanza da esso.\nRequisito d'apprendimento:\nMago:Livello 16\nElfo:Livello 32."
it_24,"Incantesimo fisico: DES","Lancia un incantesimo del vento che aumenta l'agilità dell'obiettivo di 5 punti. Può essere usato solo da chi si trova nella tua gilda. L'effetto non può essere abbinato.\nRequisito d'apprendimento:\nMago:Livello 16\nElfo:Livello 32."
it_25,"Rottura di arma","Usa la magia per avvolgere le armi dei tuoi nemici, con possibilità di danneggiarle. Lanciando un incantesimo, il tuo valore di legittimità diminuisce di 10 punti.\nRequisito d'apprendimento:\nMago:Livello 16\nElfo:Livello 32."
it_26,"Tocco del vampiro","Assorbe gli HP dall'obiettivo e li aggiunge ai tuoi. Lanciando quest'incantesimo, il tuo valore di legittimità diminuisce di 5.\nRequisito d'apprendimento:\nMago:Livello 16\nElfo:Livello 32."
it_27,Lento,"Cambia l'ambiente che circonda i nemici con la potenza eolica. Può ridurre tutti i tipi di velocità dell'obiettivo.\nRequisito d'apprendimento:\nMago:Livello 16\nElfo:Livello 32."
it_28,"Prigione terrestre","Crea rovi giganti che spuntano dal suolo e aggrovigliano l'obiettivo infliggendo danni all'obiettivo e ai nemici che si trovano a un'unità di distanza da esso.\nRequisito d'apprendimento:\nMago:Livello 16\nElfo:Livello 32."
it_29,Contromagia,"Lancia uno scudo protettivo per proteggerti da gli attacchi magici. Dura 5 secondi.\nRequisito d'apprendimento:\nMago:Livello 16\nElfo:Livello 32."
it_30,Meditazione,"Vai in stato meditativo, durante il quale il tuo recupero di PM è più veloce. Tuttavia, non appena ti muovi, lanci un incantesimo o completi qualsiasi azione di battaglia, l'effetto scomparirà.\nRequisito d'apprendimento:\nMago:Livello 16\nElfo:Livello 32."
it_31,"Maledizione: paralisi","Evoca una mummia che spunta dalla terra per attaccare i tuoi nemici. Può paralizzare l'obiettivo. Lanciando un incantesimo, il tuo valore di legittimità diminuisce di 500.\nRequisito d'apprendimento:\nMago:Livello 20\nElfo:Livello 40."
it_32,"Richiamo dei fulmini","Evoca il tuono per colpire i nemici, infliggendo gravi danni all'obiettivo.\nRequisito d'apprendimento:\nMago:Livello 20\nElfo:Livello 40."
it_33,"Guarigione superiore","Recupera una gran quantità di HP per l'obiettivo. Può anche infliggere danni ai morti viventi.\nRequisito d'apprendimento:\nMago:Livello 20\nElfo:Livello 40."
it_34,"Doma mostro","Può stregare il mostro obiettivo e di farti seguire da lui. Più debole l'HP dell'obiettivo, maggiore la possibilità di successo.\nRequisito d'apprendimento:\nMago:Livello 20\nElfo:Livello 40."
it_35,"Rimuovi maledizione","Emette una luce divina che elimina la maledizione dall'obiettivo.\nRequisito d'apprendimento:\nMago:Livello 20\nElfo:Livello 40."
it_36,"Cono del freddo","Scatena spuntoni ghiacciati sull'obiettivo, danneggiandolo.\nRequisito d'apprendimento:\nMago:Livello 20\nElfo:Livello 40."
it_37,"Esaurimento di mana","Può anche assorbire i MP dell'obiettivo e convertire il dei PM per te.\nRequisito d'apprendimento:\nMago:Livello 20\nElfo:Livello 40."
