fr_0,"Même s'il n'a généralement aucun pouvoir, il y a quand même une très faible chance de tuer l'autre."
fr_1,NULL
fr_2,"Dague de novice. Une bonne dague pour les débutants."
fr_3,"Une dague en mithril possédant des pouvoirs magiques qui aide à restaurer vos PM."
fr_4,"Une dague en orichalque qui ne peut pas être endommagée."
fr_5,NULL
fr_6,NULL
fr_7,NULL
fr_8,"L'épée de Bran fut maudite par quelqu'un"
fr_9,NULL
fr_10,"Cette épée a un taux de frappe supérieur aux autres épées et elle peut transpercer l'armure de vos ennemis."
fr_11,"L'épée elfique a été dotée par le plus Ancien des elfes. "
fr_12,"C'est une épée longue spéciale qui booste les pouvoirs."
fr_13,NULL
fr_14,NULL
fr_15,"Cette épée de novice utilisable d'une seule main est parfaite pour les débutants."
fr_16,"Une épée spéciale très résistante aux dégâts. "
fr_17,NULL
fr_18,"Le shamshir est fait d'orichalque, un métal légendaire incassable."
fr_19,NULL
fr_20,NULL
fr_21,NULL
fr_22,"L'épée à deux mains de novice est parfaite pour les débutants."
fr_23,NULL
fr_24,NULL
fr_25,NULL
fr_26,"Le bâton utilisé par Bran peut invoquer l'éclair pour frapper vos ennemis."
fr_27,NULL
fr_28,"L'épée était utilisée par le Chevalier de la mort lorsqu'il chassait les dragons. Sa lame porte leur rancœur."
fr_29,"L'épée du démon réduira vos PV de manière continue, mais vos actions seront plus rapides."
fr_30,NULL
fr_31,NULL
fr_32,NULL
fr_33,"Le croc est fait de bronze de qualité inférieure."
fr_34,NULL
fr_35,"Le croc est fabriqué à partir d'un acier renforcé et il est très solide."
fr_36,NULL
fr_37,NULL
fr_38,NULL
fr_39,NULL
fr_40,NULL
fr_41,NULL
fr_42,NULL
fr_43,NULL
fr_44,NULL
fr_45,NULL
fr_46,NULL
fr_47,NULL
fr_48,NULL
fr_49,"La lance de novice est bonne pour les débutants."
fr_50,NULL
fr_51,NULL
fr_52,NULL
fr_53,NULL
fr_54,NULL
fr_55,"L'épée elfique fut dotée par le plus Ancien des elfes et améliore votre niveau de dextérité. "
fr_56,"L'arc elfique fut doté par le plus Ancien des elfes et améliore votre niveau de dextérité. "
fr_57,NULL
fr_58,NULL
fr_59,NULL
fr_60,NULL
fr_61,NULL
fr_62,NULL
fr_63,NULL
fr_64,"Un bâton qui restaure rapidement vos PM."
fr_65,"Un bâton de novice idéal pour les débutants."
fr_66,"Le bâton est imprégné de la magie de Beleth. Il booste les SP et votre vitesse de récupération des PM."
fr_67,"Le bâton imprégné de la magie de Baphomet a le pouvoir des ténèbres qui inflige de grands dégâts à votre ennemi."
fr_68,"Augmente les PC."
fr_69,"Ce bâton magique dérobe les PM des l'adversaire lorsqu'il est utilisé pour attaquer."
fr_70,"Augmente les dégâts contre les attaques magiques."
fr_71,"Ceci réduit vos points magiques, mais augmente vos dégâts d'attaque."
fr_72,"La hache de novice est parfaite pour les débutants."
fr_73,"L'arbalète de pierre de novice est idéale pour les débutants."
fr_74,"L'arc de novice est parfait pour les débutants."
fr_75,"Il n'est pas possible de lancer des sorts magiques en utilisant ceci."
fr_76,"L'épée elfique fut dotée par le plus Ancien des elfes et booste vos SP."
fr_77,"L'épée elfique fut dotée par le plus Ancien des elfes et augmente vos PV."
fr_78,"Ce heaume magique vous permet de ne dépenser que la moitié des PM nécessaires pour lancer des sorts."
fr_79,"Ce heaume augmente la RM. Plus le nombre de sorts lancés est élevé, plus la puissance de la résistance augmente."
fr_80,"Un heaume spécial pour les chevaliers qui vous permet d'utiliser Guérison inférieure et Guérison et qui divise par deux leur coût en PM."
fr_81,"Un heaume spécial pour les chevaliers qui vous permet d'utiliser Dextérité et Précipitation d'enchantement et qui divise par deux leur coût en PM."
fr_82,"Un heaume spécial pour les chevaliers qui vous permet d'utiliser Détection et Enchantement puissant et qui divise par deux leur coût en PM."
fr_83,"Le capuche imprégné de la magie de Svipdag augmente l'intelligence."
fr_84,"Seul un prince ou une princesse peut porter ceci. Il augmente l'intelligence et le charisme. Lorsque le porteur meurt, il tombe de sa tête."
fr_85,"Le capuche imprégné de la magie de Sauroner augmente la vitesse de récupération des PM. "
fr_86,"Le heaume en cuir de novice est idéale pour les débutants."
fr_87,"Le capuche imprégné de la magie de Skuld augmente le maximum des PM et la vitesse de récupération des PM."
fr_88,"Le heaume des anciens elfes augmente la dextérité. "
fr_89,"Ceci vous permet de voir dans l'obscurité. "
fr_90,"Le capuche imprégné de la magie d'Endor augmente le maximum des PM."
fr_91,"Le heaume de Bran fut maudit par quelqu'un."
fr_92,"Doté du pouvoir mystérieux de la Reine des fourmis, il augmente la RM et le maximum des PV."
fr_93,"Doté du pouvoir mystérieux de la Reine des fourmis, il augmente la RM et le maximum des PM."
fr_94,"La cape de terre possède une plus grande résistance aux attaques de terre."
fr_95,"Cette cape vous offre un taux rapide de récupération des PM."
fr_96,"Cette cape augmente la résistance à la magie. Lorsque vous lancez un sort, le pouvoir de résistance s'intensifie."
