ru_0,"Обычно тут нет никаких особых свойств, но этим все равно можно убить."
ru_1,NULL
ru_2,"Кинжал новичка. Хороший кинжал для начинающих бойцов."
ru_3,"Мифриловый кинжал с магическими свойствами, которые помогают восстановить ОМ."
ru_4,"Кинжал из орихалка невозможно сломать."
ru_5,NULL
ru_6,NULL
ru_7,NULL
ru_8,"Меч Брана был проклят"
ru_9,NULL
ru_10,"Этот меч наносит больше урона, чем другие мечи, и им можно ударить между пластинами брони врага."
ru_11,"Этот эльфийский меч зачарован самым уважаемым из эльфийских старейшин. "
ru_12,"Это особый длинный меч, увеличивающий силу."
ru_13,NULL
ru_14,NULL
ru_15,"Этот одноручный меч отлично подходит для новичков."
ru_16,"Особый меч, который тяжело сломать. "
ru_17,NULL
ru_18,"Этот шамшир изготовлен из орихалка — легендарного металла, который невозможно сломать."
ru_19,NULL
ru_20,NULL
ru_21,NULL
ru_22,"Этот двуручный меч отлично подходит для новичков."
ru_23,NULL
ru_24,NULL
ru_25,NULL
ru_26,"Этот посох, когда-то принадлежавший Брану, может призывать молнии на головы врагов."
ru_27,NULL
ru_28,"Рыцарь смерти использовал этот меч при охоте на драконов. В клинке сохранилась их ненависть."
ru_29,"Демонический меч постоянно уменьшает ваши ОЗ, но ускоряет действия."
ru_30,NULL
ru_31,NULL
ru_32,NULL
ru_33,"Коготь из низкокачественной бронзы."
ru_34,NULL
ru_35,"Очень крепкий коготь из прочной стали."
ru_36,NULL
ru_37,NULL
ru_38,NULL
ru_39,NULL
ru_40,NULL
ru_41,NULL
ru_42,NULL
ru_43,NULL
ru_44,NULL
ru_45,NULL
ru_46,NULL
ru_47,NULL
ru_48,NULL
ru_49,"Это копье отлично подходит для новичков."
ru_50,NULL
ru_51,NULL
ru_52,NULL
ru_53,NULL
ru_54,NULL
ru_55,"Этот эльфийский меч зачарован самым уважаемым из эльфийских старейшин. Повышает уровень ловкости. "
ru_56,"Этот эльфийский лук зачарован самым уважаемым из эльфийских старейшин. Повышает уровень ловкости. "
ru_57,NULL
ru_58,NULL
ru_59,NULL
ru_60,NULL
ru_61,NULL
ru_62,NULL
ru_63,NULL
ru_64,"Посох, быстро восстанавливающий ОМ."
ru_65,"Этот посох отлично подходит для новичков."
ru_66,"Этот посох насыщен магией Белета. Он увеличивает СЗ и скорость восстановления ОМ."
ru_67,"Посох с магией Бафомета. Наделен силой тьмы, наносящей врагам большой урон."
ru_68,"Увеличивает СЗ."
ru_69,"Этот посох каждой атакой отнимает у врага ОМ."
ru_70,"Увеличивает урон от магических атак."
ru_71,"Уменьшает очки магии, но увеличивает урон от атак."
ru_72,"Этот топор отлично подходит для новичков."
ru_73,"Этот каменный арбалет отлично подходит для новичков."
ru_74,"Этот лук отлично подходит для новичков."
ru_75,"Используя это оружие, нельзя применять магию."
