pt_0,
pt_1,"ilha prometida"
pt_2,"ilha prometida NO"
pt_3,"ilha prometida N"
pt_4,"ilha prometida Rapieira"
pt_5,"ilha prometida O"
pt_6,"ilha prometida Ruínas da Redenção"
pt_7,"Cidade da Ilha Prometida"
pt_8,"Cidade da Ilha Prometida"
pt_9,"Cidade da Ilha Prometida"
pt_10,"Cidade da Ilha Prometida"
pt_11,"ilha prometida Jardim"
pt_12,"Cidade da Ilha Prometida"
pt_13,"Cidade da Ilha Prometida"
pt_14,"ilha prometida NE"
pt_15,"ilha prometida SO"
pt_16,"Cidade da Ilha Prometida"
pt_17,"Cidade da Ilha Prometida"
pt_18,"Cidade da Ilha Prometida"
pt_19,"ilha prometida Loja Mágica"
pt_20,"ilha prometida S"
pt_21,"ilha prometida L"
pt_22,"ilha prometida Fazenda de Animais"
pt_23,"ilha prometida"
pt_24,"Masmorra da Ilha Prometida 1/F"
pt_25,"Masmorra da Ilha Prometida 2/F"
pt_26,"Cassandra Zuhause"
pt_27,"Land of Edin"
pt_28,"Margem do Rio de Phlegethon"
pt_29,"Montanha do Dragão O"
pt_30,"Montanha do Dragão NO"
pt_31,"Montanha do Dragão N"
pt_32,"Montanha do Dragão SO"
pt_33,"Montanha do Dragão"
pt_34,"Montanha do Dragão NE"
pt_35,"Margem do Rio de Acheron"
pt_36,"Montanha do Dragão S"
pt_37,"Montanha do Dragão SE"
pt_38,"Montanha do Dragão E"
pt_39,"Damelot O"
pt_40,"Damelot NO"
pt_41,"Damelot N"
pt_42,"Margem do Rio de Lethe"
pt_43,"jardim dos elfos O"
pt_44,"jardim dos elfos NO"
pt_45,"jardim dos elfos N"
pt_46,"Damelot SO"
pt_47,"Damelot O"
pt_48,"Damelot NO"
pt_49,"Damelot N"
pt_50,"Damelot NE"
pt_51,Damelot
pt_52,"Damelot L"
pt_53,"Damelot S"
pt_54,"Damelot SO"
pt_55,"Damelot NE"
pt_56,"jardim dos elfos"
pt_57,"Damelot S"
pt_58,"Damelot L"
pt_59,"jardim dos elfos SO"
pt_60,"jardim dos elfos"
pt_61,"jardim dos elfos NE"
pt_62,"Damelot SE"
pt_63,"jardim dos elfos S"
pt_64,"sandwood O"
pt_65,"sandwood NO"
pt_66,"sandwood N"
pt_67,"maros O"
pt_68,"jardim dos elfos SE"
pt_69,"jardim dos elfos L"
pt_70,"cidade dos orcs O"
pt_71,sandwood
pt_72,"maros NO"
pt_73,"maros N"
pt_74,"cidade dos orcs NO"
pt_75,"cidade dos orcs N"
pt_76,sandwood
pt_77,"Pântano Pútrido"
pt_78,"Pântano de Lerna"
pt_79,"maros SO"
pt_80,"sandwood SO"
pt_81,maros
pt_82,"Templo de Pântano de Lerna"
pt_83,"sandwood NE"
pt_84,"Profundezas da Pântano Pútrido"
pt_85,"Profundezas da Pântano de Lerna"
pt_86,"cidade dos orcs"
pt_87,"Guilda dos Orcs O"
pt_88,"Guilda dos Orcs NO"
pt_89,"Guilda dos Orcs N"
pt_90,"cidade dos orcs NE"
pt_91,"maros SO"
pt_92,"cidade dos orcs SO"
pt_93,"Guilda dos Orcs"
pt_94,"Guilda dos Orcs NE"
pt_95,"sandwood S"
pt_96,"sandwood E"
pt_97,"cidade dos orcs O"
pt_98,"cidade dos orcs NO"
pt_99,"cidade dos orcs N"
pt_100,"Guilda dos Orcs SO"
pt_101,"Guilda dos Orcs L"
pt_102,"sandwood SE"
pt_103,"cidade dos orcs SO"
pt_104,"cidade dos orcs"
pt_105,"cidade dos orcs NE"
pt_106,"Guilda dos Orcs S"
pt_107,"Guilda dos Orcs SE"
pt_108,"castelo de sandwood O"
pt_109,"castelo de sandwood NO"
pt_110,"castelo de sandwood N"
pt_111,"maros S"
pt_112,"maros SE"
pt_113,"cidade dos orcs S"
pt_114,"cidade dos orcs L"
pt_115,"cidade dos orcs L"
pt_116,"castelo de sandwood"
pt_117,"Cidade de Sandwood O"
pt_118,"Cidade de Sandwood NO"
pt_119,"Cidade de Sandwood N"
pt_120,"maros L"
