de_0,
de_1,"Insel der Verheißung"
de_2,"Insel der Verheißung NW"
de_3,"Insel der Verheißung N"
de_4,"Insel der Verheißung Degen"
de_5,"Insel der Verheißung W"
de_6,"Insel der Verheißung Ruinen der Erlösung"
de_7,"Stadt der Insel der Verheißung"
de_8,"Stadt der Insel der Verheißung"
de_9,"Stadt der Insel der Verheißung"
de_10,"Stadt der Insel der Verheißung"
de_11,"Insel der Verheißung Garten"
de_12,"Stadt der Insel der Verheißung"
de_13,"Stadt der Insel der Verheißung"
de_14,"Insel der Verheißung NO"
de_15,"Insel der Verheißung SW"
de_16,"Stadt der Insel der Verheißung"
de_17,"Stadt der Insel der Verheißung"
de_18,"Stadt der Insel der Verheißung"
de_19,"Insel der Verheißung Zauberladen"
de_20,"Insel der Verheißung S"
de_21,"Insel der Verheißung O"
de_22,"Insel der Verheißung Haustierfarm"
de_23,"Insel der Verheißung SO"
de_24,"Verlies der Insel der Verheißung 1/F"
de_25,"Verlies der Insel der Verheißung 2/F"
de_26,"Cassandra Zuhause"
de_27,"Land of Edin"
de_28,"Ufer des Phlegethon"
de_29,"Drake Berg W"
de_30,"Drake Berg NW"
de_31,"Drake Berg N"
de_32,"Drake Berg SW"
de_33,"Drake Berg"
de_34,"Drake Berg NO"
de_35,"Ufer des Acheron"
de_36,"Drake Berg S"
de_37,"Drake Berg SO"
de_38,"Drake Berg O"
de_39,"Damelot W"
de_40,"Damelot NW"
de_41,"Damelot N"
de_42,"Ufer des Lethe"
de_43,"Elfengarten W"
de_44,"Elfengarten NW"
de_45,"Elfengarten N"
de_46,"Damelot SW"
de_47,"Damelot W"
de_48,"Damelot NW"
de_49,"Damelot N"
de_50,"Damelot NO"
de_51,Damelot
de_52,"Damelot O"
de_53,"Damelot S"
de_54,"Damelot SW"
de_55,"Damelot NO"
de_56,Elfengarten
de_57,"Damelot S"
de_58,"Damelot O"
de_59,"Elfengarten SW"
de_60,Elfengarten
de_61,"Elfengarten NO"
de_62,"Damelot SO"
de_63,"Elfengarten S"
de_64,"Sandwood W"
de_65,"Sandwood NW"
de_66,"Sandwood N"
de_67,"Maros W"
de_68,"Elfengarten SO"
de_69,"Elfengarten O"
de_70,"Ork-Stadt W"
de_71,Sandwood
de_72,"Maros NW"
de_73,"Maros N"
de_74,"Ork-Stadt NW"
de_75,"Ork-Stadt N"
de_76,Sandwood
de_77,Putrid-Sumpf
de_78,Lerna-Sumpf
de_79,"Maros NO"
de_80,"Sandwood SW"
de_81,Maros
de_82,"Lerna-Sumpf Tempel"
