fr_0,
fr_1,"île promise"
fr_2,"île promise NO"
fr_3,"île promise N"
fr_4,"île promise Rapière"
fr_5,"île promise O"
fr_6,"île promise Ruines de rédemption"
fr_7,"Ville de l'île promise"
fr_8,"Ville de l'île promise"
fr_9,"Ville de l'île promise"
fr_10,"Ville de l'île promise"
fr_11,"île promise Jardin"
fr_12,"Ville de l'île promise"
fr_13,"Ville de l'île promise"
fr_14,"île promise NE"
fr_15,"île promise SO"
fr_16,"Ville de l'île promise"
fr_17,"Ville de l'île promise"
fr_18,"Ville de l'île promise"
fr_19,"île promise Boutique magique"
fr_20,"île promise S"
fr_21,"île promise E"
fr_22,"île promise Fermes d'animaux"
fr_23,"île promise SE"
fr_24,"Donjon de l'île promise 1/F"
fr_25,"Donjon de l'île promise 2/F"
fr_26,"Cassandra Accueil"
fr_27,"Land of Edin"
fr_28,"Rive de Phlegethon"
fr_29,"montagne de Drake O"
fr_30,"montagne de Drake NO"
fr_31,"montagne de Drake N"
fr_32,"montagne de Drake SO"
fr_33,"montagne de Drake"
fr_34,"montagne de Drake NE"
fr_35,"Rive d'Acheron"
fr_36,"montagne de Drake S"
fr_37,"montagne de Drake SE"
fr_38,"montagne de Drake E"
fr_39,"Damelot O"
fr_40,"Damelot NO"
fr_41,"Damelot N"
fr_42,"Rive de Lethe"
fr_43,"jardin elfique O"
fr_44,"jardin elfique NO"
fr_45,"jardin elfique N"
fr_46,"Damelot SO"
fr_47,"Damelot O"
fr_48,"Damelot NO"
fr_49,"Damelot N"
fr_50,"Damelot NE"
fr_51,Damelot
fr_52,"Damelot E"
fr_53,"Damelot S"
fr_54,"Damelot SO"
fr_55,"Damelot NE"
fr_56,"jardin elfique"
fr_57,"Damelot S"
fr_58,"Damelot E"
fr_59,"jardin elfique SO"
fr_60,"jardin elfique"
fr_61,"jardin elfique NE"
fr_62,"Damelot SE"
fr_63,"jardin elfique S"
fr_64,"sandwood O"
fr_65,"sandwood NO"
fr_66,"sandwood N"
fr_67,"maros O"
fr_68,"jardin elfique SE"
fr_69,"jardin elfique E"
fr_70,"ville des orques O"
fr_71,sandwood
fr_72,"maros NO"
fr_73,"maros N"
fr_74,"ville des orques NO"
fr_75,"ville des orques N"
fr_76,sandwood
fr_77,"Marais putride"
fr_78,"Marais de Lerna"
fr_79,"maros NE"
fr_80,"sandwood SO"
fr_81,maros
fr_82,"Temple de Marais de Lerna"
fr_83,"sandwood NE"
fr_84,"Fond de Marais putride"
fr_85,"Fond de Marais de Lerna"
fr_86,"ville des orques"
fr_87,"Guilde orque O"
fr_88,"Guilde orque NO"
fr_89,"Guilde orque N"
fr_90,"ville des orques NE"
fr_91,"maros SO"
fr_92,"ville des orques SO"
fr_93,"Guilde orque"
fr_94,"Guilde orque NE"
fr_95,"sandwood S"
fr_96,"sandwood E"
fr_97,"ville des orques O"
fr_98,"ville des orques NO"
fr_99,"ville des orques N"
fr_100,"Guilde orque SO"
fr_101,"Guilde orque E"
fr_102,"sandwood SE"
fr_103,"ville des orques SO"
fr_104,"ville des orques"
fr_105,"ville des orques NE"
fr_106,"Guilde orque S"
fr_107,"Guilde orque SE"
fr_108,"château de sandwood O"
fr_109,"château de sandwood NO"
fr_110,"château de sandwood N"
fr_111,"maros S"
fr_112,"maros SE"
fr_113,"ville des orques S"
fr_114,"ville des orques E"
fr_115,"ville des orques E"
fr_116,"château de sandwood"
fr_117,"Ville de Sandwood O"
fr_118,"Ville de Sandwood NO"
fr_119,"Ville de Sandwood N"
fr_120,"maros E"
fr_121,"ville des orques SE"
fr_122,"ville des orques SE"
fr_123,"château de sandwood SO"
fr_124,"château de sandwood NE"
fr_125,"Ville de Sandwood"
fr_126,"Ville de Maros O"
fr_127,"Ville de Maros NO"
fr_128,"Ville de Maros N"
fr_129,"ville des orques S"
fr_130,"ville des orques"
fr_131,"Ville de Sandwood SO"
fr_132,"Ville de Sandwood NE"
fr_133,"Ville de Maros SO"
